age,years_cdl,years_owner_op,fico_score,is_foreign_born,violations_3y,avg_weekly_miles,loads_per_month,freight_type,unique_brokers_6m,on_time_delivery_pct,avg_days_between_loads,gross_weekly_revenue,net_weekly_income,payment_to_income_ratio,avg_account_balance,prior_late_payments,region,contract_start_month,default_12m
45,23,18,700,0,0,3204,13,dry_van,3,87.7,3.18,7469,1650,0.419,5521,1,south,6,0
28,6,3,678,1,1,2664,8,flatbed,5,82.2,2.81,6823,1187,0.583,438,1,northeast,2,0
39,16,0,669,1,1,2442,13,reefer,6,72.2,5.96,6653,1790,0.387,22006,0,midwest,7,0
35,13,7,528,0,2,2523,10,reefer,5,98.6,0.97,6828,1627,0.425,558,2,southeast,9,1
51,24,19,633,1,0,3399,6,dry_van,3,90.4,3.05,7505,1536,0.451,2517,0,northeast,10,0
54,30,30,558,0,1,2782,10,dry_van,3,87.8,1.86,6467,1916,0.361,24714,1,west,9,0
53,29,29,637,1,1,2202,16,dry_van,4,74.8,3.01,5482,1084,0.639,419,1,south,10,0
34,6,0,478,1,0,2380,12,dry_van,4,76.9,0.51,4428,560,1.236,521,0,southeast,11,1
21,0,0,532,0,3,2064,2,reefer,1,85.2,1.55,4864,1316,0.526,8157,0,south,5,1
24,0,0,723,1,3,2397,10,flatbed,6,89.3,0.58,6077,1380,0.501,10320,1,west,6,0
56,34,33,666,1,0,3324,15,dry_van,7,80.1,2.99,7708,1531,0.452,277,2,midwest,9,0
38,14,14,615,0,2,2525,11,dry_van,5,87.5,1.57,5575,815,0.849,798,0,west,9,1
34,12,0,576,1,0,1998,14,reefer,6,59.2,0.5,4884,985,0.703,1082,0,midwest,7,0
58,35,32,564,1,3,2794,11,dry_van,7,93.2,2.51,5275,1181,0.586,960,1,southeast,7,0
55,32,31,654,0,2,2423,13,reefer,2,60.7,2.65,5482,1508,0.459,2782,1,midwest,12,0
42,20,18,616,1,0,2853,12,reefer,2,77.1,1.75,7236,2036,0.34,2075,0,midwest,12,0
39,17,15,748,0,1,2491,10,reefer,5,67.4,3.87,5986,1189,0.582,338,2,southeast,12,0
41,19,13,627,0,1,3250,14,dry_van,6,75.1,4.47,6764,1620,0.427,8615,2,southeast,8,0
44,21,16,644,0,2,2190,17,dry_van,5,83.2,6.32,4618,669,1.034,412,1,west,4,0
58,33,23,543,1,1,2076,13,reefer,3,57.6,6.64,5378,1323,0.523,3493,0,southeast,2,0
46,24,23,615,0,0,3022,12,dry_van,4,76.0,4.82,6809,1558,0.444,138,0,west,1,0
49,27,19,652,1,0,1698,9,flatbed,5,64.4,4.4,4135,972,0.712,584,0,south,10,0
54,27,23,614,0,1,2523,15,dry_van,3,65.0,3.91,6430,2052,0.337,556,2,southeast,1,0
30,1,0,606,0,2,2960,10,dry_van,5,89.3,1.14,6395,1990,0.348,18706,2,west,7,0
50,27,26,663,0,2,1613,14,dry_van,2,91.6,4.09,3255,279,2.477,905,1,midwest,4,0
39,16,16,746,1,0,2629,15,reefer,4,81.5,0.83,5931,924,0.749,2847,3,midwest,11,0
21,0,0,650,1,0,1927,15,dry_van,4,90.8,4.83,4362,478,1.449,4263,2,south,7,0
21,0,0,720,1,1,1770,16,dry_van,8,70.4,5.58,4160,535,1.295,3672,2,west,5,0
32,10,7,684,0,2,2120,15,dry_van,2,83.8,1.33,5133,774,0.894,1043,3,northeast,9,0
47,23,23,716,1,0,2517,8,reefer,3,90.7,2.33,6482,1418,0.488,1256,2,midwest,9,0
43,22,17,597,1,0,2282,9,flatbed,3,64.2,2.69,6023,1498,0.462,3784,0,midwest,11,0
44,22,21,626,1,0,3098,7,dry_van,3,86.2,3.52,6042,1089,0.636,2219,0,southeast,12,0
62,37,36,626,1,2,2637,7,dry_van,12,86.2,4.49,6196,1918,0.361,11224,3,midwest,3,0
29,5,2,678,1,1,2380,17,reefer,3,96.5,5.85,5865,1717,0.403,142,1,midwest,4,0
42,20,2,695,1,0,2011,9,reefer,8,72.6,2.97,5163,1195,0.579,6116,5,south,10,0
45,24,23,649,1,0,2701,8,dry_van,4,62.5,1.58,5962,1243,0.557,2391,0,midwest,3,0
35,13,9,701,1,0,3527,12,dry_van,8,90.6,2.83,7503,1683,0.411,13337,1,southeast,2,0
42,19,18,601,1,0,2284,9,reefer,5,64.7,1.63,5463,1153,0.6,24420,1,west,6,0
26,3,3,702,0,0,2337,20,reefer,4,94.1,1.58,5771,1284,0.539,1680,1,northeast,1,0
56,35,32,711,0,1,2123,11,dry_van,2,74.4,2.28,4526,955,0.724,2989,3,midwest,4,0
35,13,11,687,1,0,3133,14,dry_van,1,91.8,1.02,5851,1434,0.482,1200,4,south,10,0
62,35,33,649,0,0,3017,9,reefer,3,70.7,3.76,8459,2673,0.259,5810,3,west,4,0
42,12,0,690,1,0,2399,6,dry_van,7,92.5,4.35,4757,796,0.869,5961,0,south,4,0
52,22,20,577,0,0,2330,9,reefer,6,78.8,9.99,4754,1344,0.515,1273,2,northeast,12,0
41,20,19,654,1,0,2175,9,reefer,3,72.9,2.18,5016,658,1.051,4270,1,midwest,8,0
42,13,10,661,0,0,2470,9,dry_van,3,88.7,1.04,4768,1128,0.614,1700,2,northeast,6,0
36,10,10,547,0,1,3059,6,dry_van,6,82.8,5.86,8372,2338,0.296,724,1,northeast,12,0
43,19,6,673,0,0,2619,12,dry_van,1,95.5,2.99,5547,1257,0.55,2552,1,south,11,0
45,22,12,553,1,1,3179,11,reefer,5,95.7,0.5,8240,2570,0.269,3413,1,south,5,0
34,12,9,610,0,1,2276,7,flatbed,1,96.1,1.93,5872,1309,0.528,3664,1,midwest,8,0
41,17,13,643,1,3,1559,12,flatbed,3,86.9,2.15,3294,205,3.372,689,0,south,6,0
36,15,13,589,1,1,3772,15,reefer,4,94.2,1.65,9840,3301,0.21,1457,0,northeast,7,0
65,44,40,646,0,1,2697,16,reefer,7,81.6,5.26,5842,890,0.777,309,2,midwest,4,0
41,12,8,645,0,1,2950,4,flatbed,6,73.7,1.42,7805,2111,0.328,2154,1,west,6,0
57,35,27,583,0,1,2246,9,dry_van,6,85.4,8.54,4170,1124,0.616,2034,1,midwest,5,1
40,12,9,680,0,0,1987,7,flatbed,2,82.6,3.99,5148,1384,0.5,387,0,midwest,2,0
45,23,22,587,0,1,2670,10,dry_van,4,94.7,2.55,5667,1286,0.538,375,3,south,9,0
29,7,6,800,1,0,1704,17,reefer,7,89.5,0.5,4016,861,0.803,3468,2,southeast,7,0
38,16,14,632,1,0,2480,9,dry_van,5,94.3,2.97,5320,1071,0.646,7544,1,midwest,10,0
44,21,8,558,1,1,3060,10,dry_van,1,77.6,3.71,6218,1164,0.594,731,3,south,3,1
58,31,24,571,0,1,2802,9,dry_van,2,74.4,1.28,4718,1221,0.567,1578,1,west,11,1
44,16,0,720,0,1,2715,18,dry_van,1,82.1,1.76,6247,1029,0.672,353,1,midwest,10,0
56,33,26,611,0,0,3385,4,reefer,1,81.6,4.05,8896,2804,0.247,4894,0,midwest,3,0
48,24,7,545,0,1,2769,10,flatbed,2,75.9,3.43,7228,1428,0.484,9389,3,northeast,6,0
58,37,32,700,1,0,1743,9,reefer,3,92.4,1.68,3667,598,1.157,521,1,south,6,0
41,20,16,611,1,1,2533,6,dry_van,4,70.1,2.39,5230,1403,0.493,384,1,northeast,1,1
66,40,0,686,0,0,3466,16,reefer,6,59.4,0.9,8475,2736,0.253,1455,1,south,10,0
37,14,9,705,1,2,2461,6,dry_van,3,83.5,1.66,4786,1310,0.528,2271,1,south,1,0
34,9,0,659,1,1,3439,10,dry_van,4,77.3,2.14,7801,1597,0.433,442,0,southeast,12,0
30,7,6,808,0,1,3061,12,flatbed,1,51.2,1.72,8365,2607,0.265,471,1,southeast,2,0
65,42,38,519,1,1,2416,9,dry_van,2,89.4,0.96,4842,1092,0.634,5698,1,midwest,7,0
50,26,25,583,1,0,2114,6,reefer,6,93.7,7.68,5584,1669,0.415,285,1,west,5,0
39,16,14,622,0,1,2753,11,dry_van,4,87.7,0.77,5614,1633,0.424,340,0,midwest,6,0
54,31,28,798,1,0,3172,9,flatbed,5,85.0,2.87,7975,2398,0.289,1517,1,west,2,0
49,26,23,766,0,0,1890,15,reefer,1,91.6,6.32,4530,801,0.864,14001,2,south,11,0
62,41,34,730,0,1,2654,14,dry_van,1,69.7,1.4,6331,1313,0.527,1030,2,west,2,0
27,2,0,584,1,1,1681,19,dry_van,4,91.1,0.5,3541,725,0.954,490,2,west,10,0
39,18,16,593,0,2,2447,12,dry_van,5,93.4,2.66,5922,1021,0.678,3247,2,west,7,0
37,15,14,582,1,1,1855,14,dry_van,3,85.1,1.59,3672,680,1.017,6245,1,west,7,0
22,0,0,585,1,0,2853,11,reefer,3,85.0,1.62,8163,1895,0.365,8119,2,southeast,5,0
53,30,26,744,0,4,2290,18,reefer,1,91.8,4.24,4866,1341,0.516,2751,3,south,2,0
39,17,0,623,0,1,3121,12,dry_van,7,88.0,4.18,7065,1782,0.388,3484,0,northeast,8,0
49,23,13,632,1,2,2357,12,dry_van,1,88.1,2.04,4878,719,0.962,3559,0,southeast,11,0
66,44,40,694,1,2,2316,14,dry_van,4,64.2,1.7,3906,663,1.044,2273,0,west,3,0
38,11,0,524,1,2,1873,10,reefer,6,66.4,2.89,4658,983,0.704,13559,0,west,5,0
38,14,4,644,1,1,2776,10,dry_van,3,78.2,1.37,6302,1531,0.452,1954,0,southeast,4,0
43,20,19,563,1,0,2821,14,reefer,7,60.9,2.09,7350,2160,0.32,1668,0,southeast,4,0
52,28,28,619,0,0,3023,15,reefer,4,90.2,2.42,6962,2196,0.315,4745,0,northeast,8,0
36,14,11,599,0,3,2895,14,dry_van,3,73.2,7.64,6298,1449,0.478,2288,0,west,8,0
36,12,3,595,1,0,2781,12,dry_van,2,95.0,1.43,6422,1464,0.473,15259,3,southeast,2,0
53,27,24,656,1,1,2868,13,dry_van,3,86.0,2.03,6060,1890,0.366,16165,1,midwest,2,0
46,22,19,655,1,1,2914,15,flatbed,8,77.3,4.42,7119,1881,0.368,637,1,northeast,1,0
22,1,0,625,1,2,3008,8,dry_van,5,73.9,4.53,6576,2062,0.336,4438,0,south,12,0
30,8,8,666,0,1,1913,12,dry_van,4,92.8,1.99,4718,763,0.907,1901,1,midwest,1,0
57,36,34,579,0,2,2392,2,reefer,2,73.6,0.5,5484,1117,0.619,2629,1,south,10,0
46,24,5,688,1,0,1870,15,dry_van,8,90.7,5.01,3943,432,1.603,6579,3,south,11,0
34,13,12,626,0,0,2749,9,dry_van,10,94.2,5.2,5360,986,0.702,1339,2,midwest,3,0
40,17,15,606,0,0,3333,9,dry_van,4,87.4,3.01,7255,1696,0.408,739,1,midwest,1,1
42,21,14,584,1,1,3003,12,dry_van,10,82.7,0.5,7078,1681,0.412,958,0,northeast,10,0
49,20,16,623,0,1,2327,14,reefer,3,94.8,1.71,4848,1012,0.683,1541,0,midwest,7,0
28,6,4,771,1,2,2827,20,flatbed,10,88.9,1.15,7058,1408,0.492,200,0,south,12,0
34,9,2,636,0,1,2757,7,flatbed,3,88.5,1.4,7590,2099,0.33,1217,0,south,7,0
45,23,17,560,0,4,2705,9,dry_van,6,82.4,2.26,5552,1220,0.567,1771,0,midwest,1,1
41,16,15,704,1,0,2013,13,dry_van,2,88.0,7.58,4072,531,1.303,4834,4,midwest,12,0
48,26,17,607,1,2,3192,9,dry_van,3,87.2,1.61,6494,1255,0.551,925,1,midwest,2,0
30,6,4,660,0,1,2070,15,dry_van,5,92.5,5.56,4719,989,0.7,2831,2,south,6,0
46,17,10,598,0,0,2435,11,reefer,1,45.8,5.02,5913,1051,0.658,1950,0,southeast,3,0
53,29,28,730,0,1,3032,15,dry_van,3,94.4,0.75,7198,1807,0.383,4582,1,south,5,0
47,26,24,599,1,1,2432,11,dry_van,5,64.6,0.5,5021,1164,0.595,6495,0,southeast,12,0
43,15,0,738,0,3,2636,14,dry_van,7,86.0,1.69,5718,888,0.78,1137,1,midwest,8,0
41,16,8,567,1,0,2654,9,dry_van,6,94.1,3.82,5663,1126,0.615,6524,0,midwest,5,0
34,7,5,619,1,0,2630,19,reefer,5,95.5,5.01,6539,1817,0.381,5304,2,south,12,0
41,13,11,738,1,3,2652,6,flatbed,5,95.3,5.66,5930,1573,0.44,1246,0,midwest,9,0
55,33,26,652,0,0,2696,10,reefer,5,95.9,2.74,6494,1149,0.602,5808,0,southeast,2,0
41,19,15,799,0,0,2634,7,dry_van,8,74.4,5.21,5903,1573,0.44,2398,0,southeast,6,0
33,8,8,621,1,2,2197,15,dry_van,4,79.1,0.71,3311,422,1.638,3958,6,south,1,0
37,16,14,658,0,3,1902,14,reefer,8,98.0,0.9,4358,1008,0.686,3399,2,south,6,0
44,22,20,773,0,1,3049,8,flatbed,7,87.5,2.19,7766,1836,0.377,1016,2,midwest,10,0
38,16,15,534,1,0,3070,15,reefer,5,84.2,3.33,7675,2007,0.345,922,1,midwest,11,0
47,20,7,525,1,1,2752,10,dry_van,2,81.9,1.91,6652,1767,0.392,7692,2,midwest,1,0
47,17,9,584,1,0,2748,13,reefer,6,65.8,1.7,7840,1776,0.39,1093,0,south,3,0
51,30,30,697,1,2,2188,14,dry_van,3,91.0,2.29,4783,1231,0.562,198,2,south,2,0
56,33,28,527,1,1,1503,11,dry_van,6,66.4,2.67,3429,295,2.346,827,2,southeast,2,0
52,27,15,682,0,0,2488,15,flatbed,3,74.3,7.68,6255,1992,0.347,6983,0,south,2,0
33,11,9,677,1,1,1746,11,flatbed,5,89.0,0.74,4721,1261,0.549,9050,1,southeast,9,0
33,10,5,781,0,4,2683,13,dry_van,2,65.6,1.45,5713,1283,0.539,6334,1,west,5,0
41,19,0,713,0,2,3187,11,reefer,3,75.6,1.71,8929,2548,0.272,1177,0,west,9,0
37,12,2,665,1,2,2323,5,dry_van,5,68.5,6.41,5684,1382,0.501,1250,2,south,6,0
31,6,6,735,1,0,2349,12,dry_van,1,81.7,7.72,5138,704,0.983,2776,0,midwest,7,0
38,15,13,678,1,1,2147,9,flatbed,7,68.7,6.4,5334,1409,0.491,3469,0,midwest,12,0
37,15,0,608,0,1,2620,17,reefer,5,55.4,1.87,6400,1438,0.481,196,0,south,8,0
35,13,4,560,1,2,2585,7,dry_van,3,90.2,1.72,5347,1128,0.613,674,1,southeast,11,0
39,18,17,600,0,1,2141,16,reefer,7,87.9,3.02,5234,1395,0.496,2037,2,midwest,4,0
54,31,30,637,0,0,3011,11,dry_van,6,90.3,8.25,5787,1298,0.533,1325,0,south,11,0
44,17,11,652,0,1,3816,13,dry_van,6,83.2,3.58,9312,1871,0.37,760,2,south,7,0
67,45,40,491,1,2,3135,7,flatbed,7,94.1,3.08,7647,2469,0.28,2949,0,northeast,6,0
44,21,9,625,0,0,2550,11,reefer,5,93.0,2.16,6467,1963,0.352,980,1,southeast,11,0
39,12,9,642,0,1,2545,10,reefer,5,68.2,3.3,4967,1250,0.553,231,1,northeast,3,1
42,16,2,678,0,1,2369,19,dry_van,5,83.1,0.5,4717,939,0.737,5394,1,midwest,2,0
45,20,19,754,1,1,2360,10,reefer,4,98.6,4.45,6522,1661,0.417,1618,0,midwest,12,0
46,25,15,653,0,1,3031,16,flatbed,6,94.2,2.58,7987,1808,0.383,2614,1,west,2,0
63,39,34,576,0,0,3051,16,dry_van,4,62.1,4.67,7587,1479,0.468,543,1,south,5,0
34,12,9,513,0,1,2074,16,dry_van,10,95.9,2.91,4454,720,0.961,616,0,northeast,7,1
51,26,24,688,0,0,2765,10,dry_van,4,67.1,7.22,5783,1303,0.531,266,3,midwest,3,0
44,22,11,579,1,0,3100,18,dry_van,9,83.4,1.18,7290,2384,0.29,2762,2,midwest,9,0
26,5,0,701,1,2,2442,19,dry_van,4,84.9,0.75,5344,1464,0.473,1434,2,southeast,11,0
50,27,22,738,0,2,2505,13,reefer,9,85.1,1.45,5959,1168,0.592,6682,2,midwest,10,0
55,33,27,532,0,0,2913,10,dry_van,2,78.7,1.53,7295,1782,0.388,903,2,south,5,0
33,9,0,679,1,0,2926,9,flatbed,5,89.6,4.89,8469,3040,0.228,610,2,south,10,0
42,20,16,730,1,0,2793,14,dry_van,4,85.2,4.55,6824,1593,0.434,589,0,midwest,1,0
25,0,0,711,1,1,2714,12,reefer,2,84.5,7.64,6298,1625,0.426,4129,1,southeast,11,0
29,6,3,493,1,0,2775,13,flatbed,6,90.5,0.92,5296,883,0.784,23093,1,midwest,12,0
52,30,29,580,0,1,2475,7,dry_van,2,80.5,3.15,5003,1165,0.594,1212,1,midwest,10,0
37,12,0,550,1,2,2097,12,dry_van,11,83.7,4.17,4438,867,0.798,3510,3,midwest,10,0
31,3,0,677,0,1,1900,16,flatbed,5,76.9,0.5,4536,812,0.852,1011,1,northeast,3,0
44,16,13,669,1,1,2868,15,dry_van,7,87.6,1.1,5889,1276,0.542,1160,0,midwest,5,0
37,5,0,451,0,3,2649,11,dry_van,5,69.4,2.54,6123,1016,0.681,499,2,midwest,11,1
37,12,11,619,1,1,2805,12,dry_van,4,54.2,0.57,5353,1233,0.561,2040,0,southeast,5,0
49,25,25,696,0,1,2227,7,dry_van,2,72.9,5.46,4349,598,1.158,896,2,midwest,6,0
30,9,5,650,1,2,2646,10,reefer,7,67.4,6.9,6151,1175,0.589,650,0,northeast,5,0
33,11,7,650,1,0,2635,11,reefer,6,77.9,6.83,6308,1234,0.561,6510,1,midwest,7,0
44,22,22,614,0,0,3176,14,flatbed,5,63.2,2.14,9308,3367,0.206,4707,2,midwest,8,0
52,29,28,566,1,0,2983,10,reefer,4,80.2,0.5,6903,1819,0.38,6723,1,midwest,2,0
54,28,27,639,1,1,2267,8,dry_van,2,93.1,0.96,5515,1037,0.667,2377,5,southeast,9,0
35,12,3,644,0,1,2827,15,reefer,3,78.1,1.74,6785,1787,0.387,757,1,midwest,7,0
51,29,28,683,0,1,2264,11,dry_van,4,77.5,0.84,5115,1062,0.652,2652,3,west,12,0
34,12,9,689,1,0,1424,9,dry_van,8,97.3,4.28,3336,217,3.196,2434,2,south,10,0
60,39,32,646,0,1,3377,15,dry_van,1,77.4,0.5,8901,2253,0.307,705,1,midwest,8,1
31,9,2,717,1,1,2431,14,dry_van,2,40.6,1.47,4857,709,0.976,14253,1,midwest,3,0
55,34,32,614,1,0,3068,11,dry_van,6,84.5,1.36,6875,1709,0.405,1804,2,west,3,0
35,12,10,539,1,1,2302,11,dry_van,4,73.5,6.92,5317,1557,0.444,2188,1,south,11,0
62,33,32,673,1,0,2237,13,dry_van,7,71.5,1.46,4246,669,1.034,2192,2,midwest,10,0
48,25,0,649,1,1,2354,14,reefer,5,97.1,2.59,4904,1030,0.672,3091,3,west,2,0
32,7,3,675,0,0,2714,13,dry_van,5,83.4,2.55,4888,889,0.779,1359,1,midwest,9,0
37,13,4,551,1,1,2679,12,flatbed,4,89.9,2.63,5743,1154,0.6,7269,2,south,6,0
50,26,25,765,1,3,2824,10,flatbed,4,88.2,4.68,6808,1519,0.456,8921,2,southeast,8,0
53,27,4,690,1,0,2377,10,flatbed,7,70.7,2.21,6409,1275,0.543,218,1,south,6,0
41,17,17,620,1,0,2618,11,dry_van,5,86.6,4.31,5329,821,0.843,1413,1,midwest,5,0
42,18,17,575,0,1,2221,9,dry_van,4,65.6,1.32,4669,815,0.849,6168,2,southeast,10,1
50,28,26,715,1,0,3261,8,dry_van,3,94.3,2.79,6751,1731,0.4,2990,1,midwest,6,0
43,18,18,563,1,2,2009,12,dry_van,8,88.5,1.38,4676,871,0.794,550,0,midwest,9,0
29,7,6,798,1,0,2230,15,dry_van,2,73.3,1.51,5102,993,0.697,1176,2,west,12,0
34,9,6,597,1,1,2409,5,dry_van,5,92.6,1.77,5347,1426,0.485,9548,0,south,6,0
44,11,10,760,0,1,3675,11,reefer,7,78.2,4.77,9944,2791,0.248,315,1,west,5,0
54,32,27,627,0,2,2945,13,reefer,6,73.0,0.5,6924,1385,0.5,2077,3,south,10,0
58,33,24,751,0,1,2216,16,dry_van,3,80.9,0.52,5031,1370,0.505,1628,1,northeast,12,0
50,25,25,589,1,0,2970,18,dry_van,4,84.5,2.33,6143,1857,0.373,1178,0,south,11,0
45,24,22,641,1,0,2832,11,reefer,3,90.1,5.06,6162,1229,0.563,1277,2,south,7,0
49,25,20,696,0,1,2723,19,reefer,3,83.4,3.3,6823,1193,0.58,3614,2,south,9,0
35,12,7,686,0,2,2913,14,reefer,3,90.4,7.41,7006,1714,0.404,3882,1,northeast,2,0
40,17,8,717,1,0,2626,15,reefer,2,83.7,2.39,6197,1716,0.403,2573,0,south,12,0
34,7,7,606,0,1,2677,8,reefer,3,91.0,0.5,6576,1381,0.501,3588,0,midwest,5,0
30,8,0,646,1,0,1901,14,dry_van,5,53.9,3.93,4161,539,1.285,1554,3,midwest,9,0
45,12,6,727,0,2,3249,15,dry_van,3,86.8,9.41,6891,2197,0.315,8294,4,midwest,8,0
44,21,13,591,1,0,2399,10,dry_van,3,82.8,1.86,4227,840,0.824,3998,0,west,10,0
49,28,23,680,1,0,2043,3,dry_van,2,90.1,4.35,4073,550,1.257,966,1,south,12,0
47,26,23,625,1,0,2373,13,flatbed,6,77.2,3.47,5987,1337,0.518,3144,0,midwest,6,0
44,18,17,654,0,0,2391,11,reefer,5,70.3,2.84,5851,1021,0.678,5730,4,south,10,0
48,23,12,646,0,0,2239,17,reefer,4,86.5,2.5,5481,1515,0.457,2281,1,west,10,0
42,17,16,585,0,0,2950,10,dry_van,4,90.1,2.94,5750,913,0.758,629,0,northeast,7,0
46,25,21,622,0,0,3038,10,reefer,2,92.5,10.38,7101,1738,0.398,244,1,midwest,6,0
35,11,8,650,1,2,1718,8,dry_van,7,93.0,0.5,2612,306,2.264,3709,2,south,2,0
46,8,0,633,1,0,2368,10,dry_van,3,71.2,2.47,5258,974,0.71,549,2,southeast,2,1
49,24,8,750,0,1,2401,21,reefer,5,85.6,0.64,6204,1250,0.554,725,1,southeast,7,0
35,13,12,711,1,1,2523,6,dry_van,3,87.5,3.7,6070,1599,0.433,752,2,midwest,3,0
43,18,17,660,1,1,3368,7,dry_van,5,85.8,1.1,6476,1614,0.429,618,1,south,6,0
36,15,9,587,1,1,2234,12,dry_van,5,61.3,1.64,4322,747,0.926,1247,0,northeast,11,0
37,15,13,582,1,2,3303,19,dry_van,5,73.9,0.73,7777,1495,0.463,1977,2,midwest,9,0
31,3,2,778,1,1,2534,15,dry_van,6,86.0,4.54,6053,1359,0.509,808,1,midwest,4,0
55,29,27,569,0,1,3307,17,reefer,3,87.5,3.93,7741,2442,0.283,702,1,south,8,0
53,27,25,648,0,2,2460,11,dry_van,2,79.7,2.02,5364,760,0.911,1213,1,northeast,3,0
47,23,17,665,1,3,2407,7,dry_van,3,61.4,2.63,5454,896,0.773,1406,0,northeast,1,1
62,35,29,618,1,1,2590,10,dry_van,5,81.8,0.5,4900,1193,0.58,2433,0,south,6,0
40,18,7,570,0,1,3182,12,dry_van,7,81.8,3.18,7206,2320,0.298,2301,3,southeast,3,0
70,41,39,585,0,2,2671,12,reefer,4,82.5,2.15,6939,1375,0.503,467,2,midwest,8,0
40,14,10,602,0,0,2694,11,reefer,9,84.0,1.07,6344,1955,0.354,4639,2,southeast,2,0
45,24,17,590,1,0,2887,14,reefer,5,88.4,6.35,7932,2334,0.297,399,1,northeast,9,0
38,12,7,733,0,1,2204,10,reefer,1,57.6,1.77,5149,727,0.952,2371,0,west,1,0
46,22,20,639,0,2,2752,9,reefer,10,56.9,0.5,5673,1643,0.421,1556,1,northeast,12,0
50,27,18,603,1,2,2317,8,dry_van,5,82.7,8.28,4937,929,0.745,11490,2,southeast,2,0
41,15,11,647,0,1,3262,13,reefer,7,76.4,2.17,6943,1952,0.354,1092,1,south,1,0
60,38,33,687,1,0,2788,12,dry_van,3,97.4,1.64,6249,1370,0.505,1901,3,west,8,0
44,23,22,616,0,0,2912,16,dry_van,8,94.2,11.45,6887,1861,0.372,1955,2,west,7,1
45,14,4,703,0,2,1682,17,reefer,3,77.2,3.83,3648,326,2.124,3494,0,midwest,1,0
33,2,2,551,1,2,2918,8,reefer,3,90.2,2.91,7460,1494,0.463,6625,0,midwest,3,0
46,21,17,722,1,0,2520,12,dry_van,5,75.2,0.93,5730,1616,0.428,2424,3,midwest,6,0
41,15,11,639,1,0,1953,11,flatbed,1,89.3,4.38,4693,574,1.205,22963,0,northeast,4,0
36,10,6,637,0,0,2643,7,dry_van,4,78.4,1.58,5584,1136,0.609,1363,3,midwest,6,1
34,0,0,591,0,2,1917,10,dry_van,5,82.7,3.35,4175,811,0.853,6775,0,south,1,0
69,45,38,554,1,1,2875,17,dry_van,5,95.0,2.37,6263,1921,0.36,2350,1,northeast,7,0
39,18,14,523,0,0,3245,10,reefer,5,55.7,0.75,7541,1837,0.377,2111,0,northeast,8,0
27,5,3,587,1,0,1794,9,flatbed,2,90.2,5.23,4334,851,0.813,477,1,west,4,1
35,11,10,681,1,0,2587,12,reefer,6,80.9,12.17,5579,948,0.73,3450,1,west,12,0
41,16,16,573,1,0,2526,15,dry_van,3,93.3,2.56,4954,974,0.71,1415,1,south,6,0
47,24,20,532,0,0,1705,11,dry_van,2,83.5,2.15,3463,546,1.267,1756,2,west,2,0
48,24,24,576,0,0,3012,12,dry_van,7,80.9,3.22,6980,1357,0.51,1782,1,southeast,5,0
49,26,16,613,0,1,2882,4,reefer,4,93.8,3.57,5893,1776,0.39,3291,2,south,2,0
36,13,10,616,0,0,3512,14,flatbed,3,61.7,1.63,8881,2752,0.251,6564,0,south,11,0
45,23,16,631,1,1,2823,13,flatbed,4,87.3,2.77,8002,2226,0.311,1470,2,south,9,0
33,9,0,712,1,1,2204,15,dry_van,6,85.8,3.16,3686,679,1.02,1261,3,midwest,3,0
36,15,10,727,0,1,2831,5,dry_van,5,63.7,2.45,6268,1565,0.442,2372,0,southeast,12,0
33,12,10,780,1,0,3178,11,dry_van,3,82.4,4.51,6581,1738,0.398,569,1,south,10,0
30,7,5,526,1,1,2391,15,dry_van,4,91.5,5.15,5149,1203,0.575,702,1,southeast,5,1
53,31,25,580,1,2,2984,10,flatbed,5,71.8,2.91,7559,1787,0.387,3215,1,midwest,3,0
49,27,20,689,1,1,1540,12,dry_van,4,79.7,4.93,3691,564,1.227,968,2,south,6,0
52,24,23,608,1,1,3264,11,reefer,6,77.2,4.84,7547,2399,0.288,4335,1,west,12,0
42,4,4,700,1,0,2960,11,dry_van,4,75.6,1.59,6198,1213,0.571,1615,1,midwest,11,0
50,26,20,654,0,1,1455,16,reefer,3,83.3,2.02,3377,263,2.631,1232,1,midwest,1,0
24,2,0,751,1,0,2772,7,flatbed,7,79.7,5.8,7327,2451,0.282,6337,3,midwest,5,0
51,25,22,713,0,1,1706,12,reefer,2,74.9,4.91,3979,370,1.872,875,2,northeast,10,0
44,21,15,714,1,0,2325,13,reefer,3,68.4,1.65,5695,1064,0.65,1810,1,midwest,12,0
48,23,17,611,0,1,2905,15,dry_van,8,85.2,1.68,6714,1768,0.391,901,2,west,10,0
46,22,12,633,1,0,2539,12,dry_van,4,89.5,0.65,5394,955,0.724,1780,3,south,4,0
32,11,0,619,1,0,3165,15,dry_van,2,93.5,3.45,6272,1781,0.389,3657,1,midwest,6,0
27,3,0,535,1,1,2629,12,dry_van,8,79.0,1.1,4391,1070,0.647,2139,1,northeast,1,1
35,11,9,743,1,1,2583,12,reefer,10,79.3,1.43,6881,2262,0.306,1731,1,south,2,0
48,16,0,692,0,1,3094,12,dry_van,6,83.2,0.93,7057,1542,0.449,1564,1,south,9,0
49,21,20,616,1,0,2448,14,dry_van,7,80.2,2.72,4791,818,0.846,2425,1,south,11,0
28,0,0,731,1,2,2589,14,reefer,7,71.3,1.23,6091,1861,0.372,2958,2,west,11,0
